author,year,title,container,publisher,doi,url,File,ID
,"2007, 2009","Census of Agriculture, Northern Mariana Islands Commonwealth and Island Data",,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,654
,2007,"Census of Agriculture, Virgin Islands of the United States Territory and Island Data",,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,655
,2007,Census of Agriculture,,United States Summary and State Data,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,656
-,2009,,Agricultural Statistics,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,657
-,2004,2002 Census of Agriculture,,United States Summary and State Data,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,658
-,"2001, 2001",Fruit and Vegetable Agricultural Practices - 1999,Agricultural Statistics Board Ag Ch,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,659
-,1999,Census of Agriculture,,United States Summary and State Data,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,660
U.S; U.S.D.A.N.R.C.S.),,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,661
-,2013,Unlock the Secrets in the Soil^a?? campaign. Soil Health 101: Farming in the 21st Century: A Practical Approach to Improve Soil Health [PowerPoint slides,the USDANRCS National Soil Health and Sustainability Team,,,https://prod.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1193261.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,662
-,2013,Rapid Assessment of U.S,,,,http://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/survey/?cid=nrcs142p2_054,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,663
Service; Conservation,,,,Iowa State University Iowa,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,664
-,2006,"Land Resource Regions and Major Land Resource Areas of the United States, the Caribbean, and the Pacific Basin",US Department of Agriculture Handbook 296 Issued 2006,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,665
-,2011,National Wetlands Inventory: Status and Trends of Wetlands in the Conterminous United States 2004 to 2009,,,,http://www.fws.gov/wetlands/Status-And-Trends-2009/KeyMessages.html,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,666
-,"2000, 2000",Facts About Federal Wildlife Laws,,,,https://www.fws.gov/le/pdf/FactsWildlifeLaws.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,667
b,,National Water-Quality Assessment (NAWQA,Program,,,http://water.usgs.gov/nawqa,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,668
-,"2014, 2014",The USGS Water Science School: Some irrigation methods,Published,,,http://water.usgs.gov/edu/irquicklook.html,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,669
-,"2013, 1900","Groundwater depletion in the United States, Scientific Investigations Report 2013-5079 by Leonard F. Konikow",,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,670
-,"2010, 2010","Estimates for self-supplied domestic withdrawals and population served for selected principal aquifers, Calendar Year 2005",OpenFile Report,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,671
character(0); character(0); character(0); character(0),"2009, 2005",Estimated use of water in the United States in,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,672
-,"2006, 1993",Microbial quality of the nation^a??s ground-water resources,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,673
,,Scientific Investigations Report 2006^a??5290 by S,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,674
-,2004,"Chloroform in the hydrologic system^a??sources, transport, fate, occurrence, and effects on human health and aquatic organisms",Scientific Investigations Report 20045137 by Tamara Ivahnenko and Jack E Barbash,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,675
-,2002,Fate of disinfection by-products in the subsurface by Colleen Rostad,,,,http://water.usgs.gov/ogw/pubs/ofr0289/cr_fatedisinfect.htm,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,676
-,"2000, 2000",Land Subsidence in the United States,USGS Fact Sheet16500,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,677
-,1998,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,678
Wisconsin-Extension; U.W.-Extension) University; of,2014,How much fertilizer do your animals produce? Publication A3601,,,,http://learningstore.uwex.edu/Assets/pdfs/A3601.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,679
Walker; W.R.,1989,Guidelines for designing and evaluating surface irrigation systems. FOA Drainage and Irrigation Paper 45,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,680
Food Safety; W.C.F.S.) Western Center; for,"2014, 2013","Soil Amendments Resources, 347. (WFA and CAFF) Wild Farm Alliance and the Community Alliance with Family Farmers, A Farmer^a??s Guide to Food Safety and Conservation: Facts",Tips and Frequently Asked Questions October 2013,,,http://wcfs.ucdavis.edu/saaw_soil_amendments_resources.php,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,681
-,2006,WHO Guidelines for the Safe Use of Wastewater,,Excreta and Greywater,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,682
Volume; II,,Wastewater use in Agriculture. WHO/UNEP/FAO,,WHO Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,683
-,1989,Guidelines for the safe use of wastewater and excreta in agriculture and aquaculture: Measures for public health protection. Duncan Mara and Sandy Cairncross,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,684
-,1987,Eighth General Programme of Work covering the period 1990-1995,^a??Health for All^a?? Series,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,685
"c(""MeijFlorijn"", ""Leusden""); c(""A."", ""F.M.""); c(""van der"", ""van"")",2014,Prevalence and concentration of bacterial pathogens in raw produce and minimally processed packaged salads produced in and for The Netherlands,Journal of Food Protection,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,686
"c(""Wu"", ""Wu""); c(""V.C.H."", ""C."")",2008,Filtration and removal of foodborne pathogens using dielectrophoretic phenomena,Journal of Rapid Methods and Automation in Microbiology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,687
"c(""Zeng"", ""Vorst"", ""Brown"", ""Marks"", ""Jeong"", ""P~A(c)rez-Rodr~A-guez"", ""Ryser""); c(""W."", ""K."", ""W."", ""B.P."", ""S."", ""F."", ""E.T."")",2014,"Growth of Escherichia coli O157:H7 and Listeria monocytogenes in packaged fresh-cut romaine mix at fluctuating temperatures Final Environmental Impact Statement during commercial transport, retail storage, and display",Journal of Food Protection,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,688
"c(""Zhao"", ""Doyle"", ""Shere"", ""Garber""); c(""T."", ""M.P."", ""J."", ""L."")",1995,Prevalence of enterohemorrhagic Escherichia coli O157:H7 in a survey of dairy herds,Applied and Environmental Microbiology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,689
,,,,,,https://www.fdms.gov/fdms/getcontent?objectId=0900006481a0b5cf&f...,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,690
v; Robertson,1989,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,691
Babbitt; Ass'n; v.,,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,692
,,"Animal Production, Antimicrobial Resistance, and Human Health",Annu Rev Public Health,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,693
character(0); character(0); logical(0),"2008, 2009, 2004, 2013","Multiple-^A-^a??Antibiotic Resistance of Enterococcus spp. Isolated from Commercial Poultry Production Environments, Diverse and abundant antibiotic resistance genes in Chinese swine farms",Proceedings of the National Academy of Sciences of the United States of America J Environ Qual Applied and Environmental Microbiology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,694
Berreti; M.; citing,"2013, 2008",Food safety and environmental quality impose conflicting demands on Central Coast growers,California Agriculture,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,695
,,The docket number for the Produce Rule is FDA-2011-N-0921 and the Regulatory,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,696
NSAC; Scoping Notice Comments on F.D.A.Produce Rule,,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,697
NSAC; Supplemental Scoping Notice Comments on F.D.A.Produce Rule,,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,698
v; Robertson,1989,NEPA ^a??establishes ^a??action-forcing^a?? procedures that require agencies to take a ^a??hard look^a?? at environmental consequences.^a??); Sierra Club v,Marsh,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,699
,,holding the agency violated its duties under NEPA when it failed to take a hard look at the environmental consequences of a proposed land exchange,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,700
,,Sierra Club v,Marsh,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,701
U.S. Dep^a??t. of Transp. v.,2004,,Citizen,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,702
Council; Methow Valley Citizens,1989,"^a??Simply by focusing the agency^a??s attention on the environmental consequences of a proposed project, NEPA ensures the important effects will not be overlooked or",,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,703
Id,,^a??This section is the heart of the environmental impact statement.^a??,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,704
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2014,"39See, e.g., id. at 4-25, 4-26, 4-33, 4-36. For a specific enumeration of some of these management decisions, see Part III.B. 40 See Part I.A. 41 See NEPA Law and Litig, citing Ohio Valley Envtl",Coal v Aracoma Coal Co,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,705
,,^a??mitigation measures cannot be hypothetical or speculative^a??,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,706
gases; greenhouse,,FDA says that an impact will not be significant if it can be ^a??adequately mitigated using existing practices,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,707
,,holding that FERC violated NEPA by impermissibly segmenting its environmental review,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,708
"c(""EPA"", ""Rulemaking^a??Factsheet""); c(""See U.S."", ""Concentrated Animal Feeding Operations Final"")",2008,Only CAFOs that discharge must apply for a permit,,,,http://www.epa.gov/npdes/pubs/cafo_final_rule2008_fs.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,709
Jan G. Laitos; See; also,"2004, 2013","National Water Quality Inventory: Report to Congress, The Clean Water Act and the Challenges of Agricultural Pollution, 37 Vt",L Rev,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,710
,,"DEIS at 4-11, 5-5 (^a??NRCS's natural resources conservation programs help people reduce soil erosion, enhance water",,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,711
,1989,"NEPA ^a??establishes ^a??action-forcing^a?? procedures that require agencies to take a ^a??hard look^a?? at environmental consequences.^a??); Sierra Club v, effects that are likely or foreseeable need to be discussed^a??",US Marsh Ctr for Biological Diversity v US Dept of Interior,,,(“those,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,712
,2014,NEPA Law and Litig,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,713
Provisions; Subpart A.General,,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,714
,,"to raising livestock or growing non-covered produce because several comments the agency received claimed that those were not ^a??preferred management decision[s, however, requires an agency to consider all reasonably foreseeable impacts, not just those that were identified in initial comment periods",DEIS at 428,NEPA,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150332_FEIS_-_Full_Document_Produce_Safety.json,715
